experiment_id,model_name,bsa_best,bsa_max,bsa_mean,bsa_min,bsa_std,desolv_best,desolv_max,desolv_mean,desolv_min,desolv_std,elec_best,elec_max,elec_mean,elec_min,elec_std,haddock_score_best,haddock_score_max,haddock_score_mean,haddock_score_min,haddock_score_std,total_best,total_max,total_mean,total_min,total_std,vdw_best,vdw_max,vdw_mean,vdw_min,vdw_std
100F4__EPI123402,mdscoring_10.pdb,2568.3,2568.3,2429.7480000000005,2299.47,109.10308049424336,-3.69438,10.6351,0.45227590000000006,-7.46289,5.445082724599966,-206.409,-173.828,-221.24050000000003,-278.761,35.056955880554014,-149.91,-113.87,-137.175,-149.91,10.51292035756213,-311.345,-263.267,-314.62129999999996,-373.742,35.32126750604138,-104.936,-87.0619,-93.38071,-104.936,5.493259424351114
100F4__EPI125662,mdscoring_5.pdb,2406.88,2518.91,2346.4120000000003,2176.74,97.94442605659378,0.932771,7.71974,2.5766723999999996,-5.35666,3.825824593145733,-219.543,-146.07,-188.51680000000002,-255.28,40.10671102557389,-145.84,-112.67,-125.775,-145.84,10.140599642580863,-322.409,-229.261,-279.16569999999996,-340.203,41.21726109033554,-102.866,-83.1908,-90.64887,-102.866,5.817829646115655
100F4__EPI127738,mdscoring_2.pdb,1757.49,1806.47,1706.0729999999999,1544.9,71.14865846318611,5.70704,5.70704,0.5771245,-5.23142,3.8607242993154434,-172.135,-77.5347,-111.07125999999998,-172.135,31.279408463936416,-100.3,-78.91,-88.098,-100.3,5.584764592671343,-243.711,-136.765,-177.5317,-243.711,33.001894235365064,-71.5766,-59.2306,-66.4605,-71.5766,3.992448600657106
100F4__EPI1303228,mdscoring_8.pdb,2789.28,2837.21,2683.005,2384.96,134.59839030323585,-27.0136,-12.85,-20.16456,-32.6049,5.765120491792769,-180.043,-118.698,-164.9402,-238.413,32.19851350192014,-179.6,-125.36,-148.27499999999998,-179.6,14.748230213976317,-296.626,-216.083,-260.0635,-324.376,33.271528640198596,-116.582,-84.9515,-95.12305,-116.582,9.959368613437967
100F4__EPI1328383,mdscoring_3.pdb,2178.82,2178.82,1983.416,1898.72,83.37763051988895,2.90074,3.24785,-1.8113617999999998,-6.35791,3.7502864583266113,-247.994,-114.6,-178.73190000000002,-247.994,41.347049075007895,-118.6,-88.04,-105.249,-118.6,8.974851840312212,-319.897,-177.726,-246.42350000000005,-319.897,43.62895585693825,-71.9026,-59.6778,-67.69151000000001,-73.1224,4.744466515016319
100F4__EPI1381432,mdscoring_1.pdb,2355.35,2434.25,2332.0,2230.44,62.96023542240319,1.27304,1.27304,-3.157326,-9.11061,3.763280503875427,-266.072,-159.354,-239.90019999999996,-292.035,42.37222056122251,-151.48,-120.84,-139.552,-151.48,10.882983455325508,-365.612,-245.471,-328.31410000000005,-382.617,44.88169592371583,-99.5395,-75.5698,-88.41385000000001,-99.5395,7.666496876706824
100F4__EPI1517056,mdscoring_9.pdb,2053.98,2053.98,1923.123,1847.53,61.82107893842605,0.294769,7.24334,-1.6896551,-7.70596,4.22055382767608,-198.628,-123.086,-163.12600000000003,-225.238,34.58081187916533,-113.06,-85.8,-104.093,-113.06,8.408732299751781,-272.26,-195.893,-232.9058,-295.388,34.95204007016852,-73.6321,-63.8751,-69.77968,-76.8508,4.044773189026382
100F4__EPI1536787,mdscoring_7.pdb,2249.46,2280.81,2180.759,2090.62,66.21800467647269,-24.7475,-15.6233,-21.838859999999997,-26.4757,3.9357069522231685,-146.749,-93.267,-132.8408,-160.747,22.29687609310128,-146.13,-114.58,-129.509,-146.13,8.550261139611797,-238.78,-173.573,-213.9417,-238.78,21.00126401513332,-92.0313,-74.0384,-81.10094,-92.0313,5.778855231541209
100F4__EPI1552374,mdscoring_5.pdb,2098.11,2098.11,1941.734,1854.33,94.08002636054059,-8.90155,1.047,-3.0849295000000003,-8.90155,3.1719017892341723,-150.919,-120.254,-148.9753,-192.504,21.642118334652714,-120.95,-97.89,-108.21099999999998,-120.95,6.725352448426441,-232.788,-201.246,-224.30800000000005,-262.457,20.146575716759195,-81.8688,-69.6915,-75.33284,-85.3994,5.324720880154706
100F4__EPI1650,mdscoring_5.pdb,2177.74,2177.74,1895.328,1707.25,186.2403952363119,-23.4072,-14.9361,-18.651239999999998,-24.2145,3.635942070862332,-163.797,-78.1937,-119.98759999999997,-163.797,26.80033397466034,-147.9,-92.31,-115.316,-147.9,17.579120316759628,-255.535,-152.123,-192.6541,-255.535,33.571274997963506,-91.738,-55.8644,-72.66651,-91.738,11.711408293478444
100F4__EPI167553,mdscoring_9.pdb,2191.78,2191.78,1969.1760000000002,1721.22,147.31133758887069,6.07826,6.07826,1.0834570000000001,-4.89636,3.807525804710251,-353.729,-156.145,-214.6353,-353.729,65.43475872967754,-148.71,-85.81,-110.947,-148.71,16.898729768174228,-437.775,-215.715,-283.73840000000007,-437.775,68.46910923134118,-84.0455,-59.5702,-69.10318,-84.0455,7.639661891994958
100F4__EPI167665,mdscoring_5.pdb,3089.64,3089.64,2877.812,2686.71,123.98466641753194,-54.7174,-31.9774,-39.658159999999995,-54.7174,6.509915230067643,-181.906,-160.314,-189.8215,-232.039,20.607107761104604,-202.58,-170.93,-185.954,-202.58,10.024531244236151,-293.391,-264.678,-298.1531999999999,-346.371,24.254698659572476,-111.485,-99.6874,-108.33171999999999,-119.477,7.451920274637644
100F4__EPI168674,mdscoring_1.pdb,2055.78,2109.89,1931.2069999999999,1768.3,103.61214086411144,4.44371,14.8124,6.549498,-5.64518,5.998949704528471,-337.956,-145.975,-311.01699999999994,-422.681,78.91461836834937,-126.23,-94.32,-112.13399999999999,-126.23,11.487156306066357,-401.042,-206.873,-367.49709999999993,-473.537,76.77188836554113,-63.0858,-48.7489,-56.48024,-67.5022,7.0240118444914055
100F4__EPI1694134,mdscoring_1.pdb,2043.61,2186.7,1979.3560000000002,1833.98,94.24270348414244,1.83242,8.05741,0.5362699000000001,-7.27008,4.133051442966416,-211.83,-103.695,-151.60819999999998,-211.83,30.545590475731697,-121.58,-94.89,-101.559,-121.58,7.776635162102204,-292.875,-176.15,-223.3823,-292.875,31.64468212670178,-81.0449,-64.6114,-71.77415,-81.0449,5.242428031456413
100F4__EPI1772163,mdscoring_2.pdb,2324.64,2324.64,2086.3799999999997,1845.69,149.38964355001318,1.74719,10.3547,4.728989666666667,-0.324903,3.096646671807828,-333.524,-153.491,-259.065,-333.524,50.050880556689506,-141.13,-95.37,-120.77333333333334,-141.13,16.77223747745064,-409.699,-224.781,-332.7548888888889,-409.699,53.70378428110173,-76.1749,-54.0097,-73.68975555555556,-90.0192,10.99577294749113
100F4__EPI1887774,mdscoring_2.pdb,2275.43,2275.43,2056.063,1924.34,119.45246549243842,8.94333,8.94333,5.285182000000001,2.15631,2.4177906042583586,-359.849,-185.068,-248.10029999999998,-359.849,58.07496931275796,-151.55,-97.44,-112.694,-151.55,15.819884955333912,-448.374,-253.941,-316.46049999999997,-448.374,60.31619817124861,-88.5244,-49.7253,-68.36006,-88.5244,10.751228370046322
100F4__EPI1947325,mdscoring_1.pdb,2315.23,2315.23,2019.5180000000005,1856.67,159.66143385997208,6.38792,6.38792,-11.612307000000001,-21.5039,7.6406488926589216,-340.865,-100.378,-189.60679999999996,-340.865,63.94695791704592,-138.5,-95.58,-112.54299999999998,-138.5,14.706118945678513,-417.582,-162.992,-252.6175,-417.582,69.18826664214424,-76.7166,-50.0204,-63.01050999999999,-76.7166,8.790023463051726
100F4__EPI1989697,mdscoring_4.pdb,2179.43,2375.09,2026.6060000000002,1671.41,187.54672005781492,3.33298,3.58429,-0.20935845400000003,-6.44471,3.4290946580795434,-313.417,-204.856,-265.7357,-313.417,33.99971224731174,-135.42,-83.56,-114.52000000000001,-135.42,15.79354228087472,-389.489,-247.403,-326.89889999999997,-389.489,40.943926955587,-76.0717,-42.5471,-61.16319000000001,-78.2335,11.153406713092942
100F4__EPI1989804,mdscoring_6.pdb,1921.47,1921.47,1710.3559999999998,1500.42,125.74542962315209,4.27386,12.3966,5.510447,1.46692,3.042865359233519,-205.712,-112.478,-158.4303,-205.712,27.155205521225568,-110.92,-70.82,-88.905,-110.92,13.009184148985753,-279.766,-163.567,-221.1598,-279.766,33.24854049528591,-74.0542,-47.7856,-62.72963000000001,-74.0542,8.87629243522692
100F4__EPI1990120,mdscoring_8.pdb,2490.31,2490.31,2339.001,2214.92,83.12325232247986,-11.536,4.18864,-3.3424509999999996,-11.536,4.936252062622343,-159.752,-131.955,-163.04579999999999,-206.444,27.646599524876265,-154.61,-107.18,-134.034,-154.61,14.045853638865973,-270.88,-216.109,-261.1289,-317.499,32.634874932773656,-111.128,-83.7127,-98.08322000000001,-111.128,9.19460064201933
100F4__EPI2017747,mdscoring_5.pdb,2474.15,2519.51,2326.138,2083.54,122.73355303257524,-0.935089,7.36591,2.8024262999999996,-6.19999,4.338816902598092,-259.538,-188.415,-230.1437,-259.538,25.551819652750115,-148.09,-109.22,-128.07399999999998,-148.09,11.718928847524158,-354.786,-271.948,-314.99339999999995,-354.786,28.127220075143523,-95.2483,-68.0498,-84.84978000000001,-95.2483,7.342250210452436
100F4__EPI2017755,mdscoring_1.pdb,1765.57,1787.8,1703.47,1579.83,75.61214393939052,-1.2092,7.67024,1.8111857,-8.08776,4.912035588888041,-166.305,-145.816,-207.7424,-256.035,41.84997257187472,-100.96,-82.68,-93.44500000000001,-100.96,4.866731163956165,-232.798,-207.811,-261.45009999999996,-308.89,36.78656073879275,-66.4939,-45.0003,-53.70787,-66.4939,7.432742559042388
100F4__EPI2035782,mdscoring_1.pdb,2648.15,2648.15,2368.4579999999996,1901.34,216.20793575732694,8.47447,10.5033,5.9163312,-0.599878,3.205764699101528,-349.211,-153.714,-300.556,-352.888,62.294269757873124,-167.87,-108.28,-144.685,-167.87,19.323133660057433,-455.715,-230.655,-391.0459,-455.715,69.48907438095735,-106.504,-71.4044,-90.49005000000001,-106.504,10.191364701686323
100F4__EPI2035785,mdscoring_1.pdb,2177.19,2245.17,2106.965,1975.61,95.75114878916314,4.01473,11.8852,4.0231172,-4.3633,4.278276968297006,-263.266,-162.514,-221.42680000000001,-263.266,35.864413717345066,-124.35,-96.2,-109.857,-124.35,10.60053567828846,-338.976,-221.852,-291.0218,-338.976,39.185042973619964,-75.7104,-59.3382,-69.59514,-80.7335,6.966717580388131
100F4__EPI21062,mdscoring_7.pdb,1744.57,1744.57,1652.453,1518.31,71.76310643746933,4.45661,8.59565,4.796949000000001,0.959668,2.7221360377969925,-237.234,-151.459,-196.94689999999997,-248.436,35.10374897183743,-109.44,-80.94,-95.86699999999999,-109.44,8.727942420117639,-303.681,-212.351,-258.221,-303.681,34.56012749140579,-66.4468,-52.4973,-61.27410999999999,-68.4598,5.486681313963845
100F4__EPI21066,mdscoring_4.pdb,2139.38,2244.79,2105.1490000000003,1919.64,91.98205216840473,-13.917,0.15648,-7.793778999999999,-16.1915,5.243421808707766,-163.512,-153.136,-185.93220000000002,-280.333,37.08611636837821,-132.42,-100.04,-121.29099999999998,-132.42,9.384063855518267,-249.311,-220.472,-262.2432,-345.66,34.45745288774419,-85.7994,-63.9753,-76.31120999999999,-87.6804,8.290607623818122
100F4__EPI2116742,mdscoring_2.pdb,1766.45,1851.74,1710.842,1597.56,93.79645880546053,-2.73859,11.8589,2.4987831000000003,-2.73859,4.1553380949564795,-189.208,-121.392,-152.7892,-211.121,32.024364716745154,-109.77,-83.04,-93.365,-109.77,7.946904708403411,-258.395,-183.661,-218.09650000000002,-271.57,31.222491164223264,-69.1865,-59.7306,-65.30717,-71.1459,4.8215642148465525
100F4__EPI2144291,mdscoring_8.pdb,2460.26,2460.26,2331.532,2228.34,71.29516873143967,-3.41886,4.63913,-0.6816983999999998,-7.62831,4.40954446154186,-213.793,-112.85,-148.1082,-213.793,35.85095524157388,-154.37,-103.41,-120.87800000000004,-154.37,14.811245577450805,-321.985,-198.901,-238.68340000000003,-321.985,38.47880313800487,-108.192,-81.1221,-90.57535999999999,-108.192,8.921027039428935
100F4__EPI214889,mdscoring_3.pdb,2252.98,2252.98,2075.024,1901.01,101.98075201832069,2.72472,8.18417,5.189813,2.27198,2.252022218585134,-171.397,-78.824,-149.80390000000003,-182.523,30.078617800136154,-115.61,-75.27,-93.797,-115.61,12.200717692915529,-255.45,-143.847,-218.82869999999997,-255.45,33.45265575257068,-84.0527,-56.5115,-69.02476,-84.0527,8.805526162107274
100F4__EPI2198548,mdscoring_1.pdb,1998.73,2016.1,1940.846,1799.89,70.10315307538676,6.99776,7.54129,3.8557285429999992,-1.54538,3.0720209729126142,-156.396,-41.5244,-104.49758,-156.396,33.44294867670745,-101.71,-74.44,-87.482,-101.71,8.255540631061727,-233.82,-109.924,-174.9359,-233.82,35.82776457333367,-77.4237,-65.078,-70.43824,-77.4237,4.107517095169675
100F4__EPI221986,mdscoring_6.pdb,2125.15,2235.86,2039.7630000000001,1800.44,115.15910983890446,-6.59767,11.8808,1.6562669130000003,-6.59767,4.973970941963757,-141.049,-112.723,-170.25560000000002,-310.101,57.71394416372297,-120.06,-88.39,-105.58,-120.06,9.97798242799282,-226.304,-189.83,-243.43939999999998,-373.758,53.40808382882376,-85.2552,-58.4255,-73.18384,-86.0953,9.414718285181628
100F4__EPI222018,mdscoring_8.pdb,1533.91,1596.59,1492.5040000000001,1411.76,64.20962963432963,-5.75434,0.792557,-3.2322773,-8.79966,2.7754589452236162,-193.874,-103.881,-145.56190000000004,-193.874,33.00492763024603,-108.27,-76.6,-88.273,-108.27,10.998117061064995,-257.618,-155.824,-201.48930000000001,-257.618,34.684375278438495,-63.7434,-46.394,-55.927440000000004,-66.6156,6.523913205908109
100F4__EPI222476,mdscoring_4.pdb,1933.29,2012.76,1844.988,1699.81,96.49433890130551,-1.64014,3.13991,-0.19205699999999998,-3.7327,2.5644010808376114,-159.409,-93.8747,-134.41847,-201.552,31.00847571351527,-106.28,-83.5,-92.57000000000001,-106.28,7.905304829318379,-232.169,-154.868,-199.91389999999998,-266.536,32.46885521525034,-72.7597,-56.8519,-65.49530999999999,-72.7597,4.636258546967944
100F4__EPI226839,mdscoring_4.pdb,2022.83,2044.93,1920.5470000000005,1801.4,90.51359284659952,0.173581,7.22082,1.834832,-2.09921,2.5295955367410463,-266.323,-167.988,-240.2815,-341.054,49.088792652249595,-127.27,-99.1,-113.67199999999998,-127.27,9.44538076404428,-340.5,-247.093,-307.7321,-402.1,47.14948345999608,-74.1777,-53.0263,-67.45066,-79.105,8.220925596468243
100F4__EPI226841,mdscoring_2.pdb,2495.17,2522.0,2322.4790000000003,1999.24,169.9735752959527,-25.9928,-14.2056,-24.395770000000002,-33.1559,5.242862668862838,-128.771,-59.5902,-107.67967000000002,-175.266,32.35523472951993,-147.6,-119.22,-133.31,-147.6,10.842838906649645,-224.628,-137.106,-195.05970000000002,-259.439,34.522405130742435,-95.8574,-77.5161,-87.38005999999999,-97.6177,7.344664719100522
100F4__EPI226845,mdscoring_7.pdb,2140.28,2162.04,1933.7610000000004,1631.13,156.33568167745813,-13.2008,0.234563,-4.0598023,-13.2008,4.123583889873577,-114.13,-109.931,-152.0727,-198.016,31.435387882837468,-116.38,-68.83,-96.995,-116.38,13.534402461874706,-194.481,-157.006,-214.593,-264.88,32.79533979427904,-80.3503,-47.0745,-62.5201,-80.3503,9.261260949304427
100F4__EPI22793,mdscoring_5.pdb,2169.18,2169.18,2088.4820000000004,1996.81,61.54685907682225,4.51263,13.0315,6.536425400000001,0.897199,4.534740141188717,-349.7,-181.959,-287.9385,-349.7,50.01832931869409,-146.39,-106.88,-121.144,-146.39,11.396710246577488,-430.658,-256.119,-358.0307,-430.658,50.30503720094926,-80.9579,-64.6408,-70.09218999999999,-80.9579,6.4540071381102235
100F4__EPI2300436,mdscoring_1.pdb,2562.61,2562.61,2295.5620000000004,1994.21,177.64006585102243,-2.84265,-1.38812,-6.891162,-13.5044,4.047194960652241,-184.655,-125.336,-154.5804,-198.514,24.368291674952427,-152.37,-112.01,-130.575,-152.37,14.860126550979007,-297.252,-219.455,-247.34839999999994,-298.762,31.844813878139284,-112.598,-78.0947,-92.76813999999999,-112.598,12.256520301836629
100F4__EPI234494,mdscoring_2.pdb,2221.53,2379.11,2143.118,1788.59,157.35508725314358,-3.60244,1.41256,-2.5788618,-7.72212,3.2161301386613284,-298.465,-161.583,-259.17949999999996,-321.457,49.46735559774077,-149.31,-92.67,-130.698,-149.31,17.58882903057126,-384.484,-222.969,-335.462,-395.778,54.88709356285663,-86.0193,-61.3856,-76.28243,-86.0193,8.08626201049245
100F4__EPI234497,mdscoring_10.pdb,2437.77,2488.43,2359.874,2207.08,87.5015614082908,1.45458,18.1309,8.317155999999999,1.45458,4.9688480598495985,-259.954,-205.59,-253.75339999999997,-330.414,35.002144874596226,-146.87,-114.95,-128.24099999999999,-146.87,9.31508388463451,-356.286,-299.731,-339.5601,-415.039,33.014735536491024,-96.332,-67.7366,-85.80665,-98.7775,9.149695191796162
100F4__EPI235072,mdscoring_6.pdb,2174.28,2233.39,2083.182,1817.35,135.66860545707183,-10.5281,8.05705,-3.0581517999999996,-10.5281,6.1758962320882045,-235.539,-144.912,-223.89099999999993,-271.222,46.25765970685886,-140.25,-91.83,-114.797,-140.25,16.334363947076586,-318.156,-207.378,-290.8515,-337.753,47.723524535134196,-82.617,-58.7382,-66.96053,-82.617,7.724408773355337
100F4__EPI235171,mdscoring_1.pdb,2052.1,2119.09,2014.5460000000003,1812.13,85.27259781300066,2.02008,5.29996,1.1766707999999997,-4.11286,2.7829843268384793,-139.468,-130.468,-143.53339999999997,-160.026,8.705463816860467,-112.83,-93.0,-103.55799999999999,-112.83,5.922960596038281,-226.429,-207.556,-219.56329999999997,-227.951,6.659932783277757,-86.9608,-65.901,-76.02986,-86.9608,6.82946429983104
100F4__EPI235902,mdscoring_4.pdb,2438.99,2440.61,2225.639,2068.67,138.41134799735335,-11.9415,7.43458,-4.5026487,-16.6383,6.867524916629378,-227.115,-172.218,-241.22270000000003,-334.543,44.7619507569394,-165.57,-118.95,-135.972,-165.57,13.30535130439379,-335.318,-269.883,-324.44800000000004,-403.484,39.30780817541925,-108.203,-68.9407,-83.22523999999999,-108.203,11.758851628567594
100F4__EPI239055,mdscoring_1.pdb,1777.56,1947.38,1646.922,1381.73,160.751130550716,7.40923,8.34366,3.5663684000000004,-0.654856,2.9140874964511885,-215.519,-152.819,-209.76069999999999,-272.795,36.87395323124442,-105.36,-74.47,-92.24100000000001,-105.36,10.552624160210895,-285.181,-200.61,-263.6158,-323.747,36.28451334109362,-69.6626,-39.2664,-53.855039999999995,-75.6188,11.734120751154158
100F4__EPI2419700,mdscoring_3.pdb,2035.48,2035.48,1931.047,1683.06,120.40603778234899,-2.54784,0.465311,-5.2445874,-11.9924,3.6271020586422003,-276.456,-125.802,-209.91660000000002,-284.129,55.729472633826745,-131.18,-87.51,-112.82300000000001,-131.18,12.320615109103386,-349.797,-181.524,-275.5113,-349.797,55.800111246504024,-73.3411,-53.9903,-65.59482,-73.3411,7.491233610887392
100F4__EPI242227,mdscoring_1.pdb,2167.87,2332.06,2110.2169999999996,1957.48,123.35969169240197,9.85302,19.8779,11.742446999999999,6.57229,4.048232942982106,-249.427,-147.89,-195.08239999999995,-249.427,36.401476796049536,-121.68,-86.36,-103.396,-121.68,11.34859873875772,-331.076,-229.496,-271.20480000000003,-331.076,35.071272352168826,-81.6487,-53.226,-76.12222,-89.4216,10.450506904537116
100F4__EPI2429052,mdscoring_2.pdb,3172.99,3172.99,2818.4079999999994,2660.36,149.4718858589207,-51.418,-32.9195,-40.90231,-52.4987,7.081798445067155,-221.575,-180.434,-208.56390000000002,-272.53,26.504405576976982,-237.35,-166.15,-188.83999999999997,-237.35,22.23735196065895,-363.193,-280.73,-314.78889999999996,-390.146,35.33757823070378,-141.618,-91.6234,-106.22507,-141.618,14.536187376570847
100F4__EPI243001,mdscoring_2.pdb,2353.74,2452.27,2227.7939999999994,2022.08,146.54096584611096,-10.6604,-0.605834,-9.6523194,-19.0117,5.880945909241249,-157.109,-119.636,-152.66899999999998,-178.197,22.45960362764916,-140.51,-109.4,-126.28,-140.51,10.238965876602085,-255.539,-207.332,-238.76299999999998,-265.464,21.100354188707087,-98.4302,-73.5207,-86.09409000000001,-98.7179,8.838233023436047
100F4__EPI2437377,mdscoring_5.pdb,2339.5,2339.5,2152.311,1832.22,157.3027025585454,3.15539,6.89614,0.790228306,-7.5199,3.98855897033815,-198.98,-109.55,-158.08299999999997,-202.85,38.157588926276084,-132.82,-87.52,-114.478,-132.82,13.502713143002856,-295.164,-173.713,-241.73610000000002,-298.52,44.15658120685723,-96.1837,-64.1634,-83.65298999999999,-96.1837,9.132625742718002
100F4__EPI2437547,mdscoring_1.pdb,2518.73,2518.73,2323.632,2056.54,121.61933031663447,2.31608,10.965,4.323799899999999,-0.821161,4.000436659012236,-313.689,-164.007,-234.11549999999997,-313.689,45.64793072893155,-150.0,-107.99,-125.98299999999999,-150.0,11.918692182170545,-403.266,-256.383,-317.599,-403.266,46.35157338813384,-89.577,-72.9544,-83.48347,-92.3758,5.328943283626793
100F4__EPI2467482,mdscoring_3.pdb,2421.38,2421.38,2232.7639999999997,1954.76,147.06519319298135,-28.6072,-16.1239,-23.17002,-28.6072,4.255378920796072,-114.963,-114.963,-144.43130000000002,-170.446,15.861941411581503,-150.87,-122.89,-138.22,-150.87,8.469203032163065,-214.237,-214.237,-230.59529999999995,-256.591,12.692640536503388,-99.2737,-72.0949,-86.16389000000001,-99.2737,8.346628937674312
100F4__EPI25011,mdscoring_4.pdb,2271.37,2279.99,2115.5699999999997,1830.83,149.92984818833696,-25.9353,-10.0791,-18.11253,-29.6849,6.619666145668609,-102.794,-89.8457,-153.01527000000002,-211.596,41.58180764036252,-151.89,-111.14,-134.249,-151.89,11.991845794353567,-208.185,-179.528,-238.5477,-286.836,38.72248571581003,-105.391,-74.5844,-85.53204,-105.391,9.291940068946253
100F4__EPI25072,mdscoring_4.pdb,2164.37,2164.37,1947.3799999999999,1730.0,143.55056662297704,2.11305,7.38064,3.3333619999999997,-1.03242,2.584959660243162,-216.271,-111.702,-173.695,-216.271,36.79542890692326,-131.94,-84.34,-103.21400000000001,-131.94,13.025809593094612,-307.073,-176.846,-245.5039,-307.073,39.244703796818236,-90.8023,-59.0349,-71.80881,-90.8023,8.379407808491
100F4__EPI25076,mdscoring_1.pdb,2462.37,2462.37,2260.018,2100.9,98.69009877163738,3.56509,7.29942,1.0883389,-6.57438,4.119555729304757,-274.918,-168.277,-229.05390000000003,-288.107,36.06150563027316,-143.94,-105.89,-123.226,-143.94,12.190641401410263,-367.437,-243.664,-307.5558,-367.437,39.3018988707218,-92.5196,-68.2911,-78.50195000000001,-92.5196,7.653630837749857
100F4__EPI254385,mdscoring_6.pdb,2261.53,2352.9,2212.766,2035.82,93.93207051434092,-1.6481,11.1894,4.491045,-1.70287,4.043319621183811,-212.694,-132.364,-199.73170000000002,-232.846,29.632420252336992,-130.72,-99.67,-114.803,-130.72,10.413080502692546,-299.226,-216.289,-279.0791,-309.506,29.90986030447708,-86.5316,-64.1753,-79.34741999999999,-89.8172,7.897395648327503
